"B_G","dIepr_over_dB","B_mT"
3449.27002,0.0007392849459089,344.927002
3449.320068,-0.000173020139581549,344.9320068
3449.370117,0.000442254459430968,344.9370117
3449.419922,0.00121077828202324,344.9419922
3449.469971,0.00083919200729731,344.9469971
3449.52002,0.00161576478327102,344.952002
3449.570068,0.00332147025823208,344.9570068
3449.620117,0.00197959024698371,344.9620117
3449.669922,0.00237569684084685,344.9669922
3449.719971,0.00339916880753132,344.9719971
3449.77002,0.00552945773240746,344.977002
3449.820068,0.0049530776165888,344.9820068
3449.870117,0.00231002104830299,344.9870117
3449.919922,0.00261060127208341,344.9919922
3449.969971,0.0019374569000845,344.9969971
3450.02002,0.00381848435261101,345.002002
3450.070068,0.00143063024441185,345.0070068
3450.120117,0.000790077887199749,345.0120117
3450.169922,0.000448602158460725,345.0169922
3450.219971,-0.000125861766469114,345.0219971
3450.27002,-0.00119943682188289,345.027002
3450.320068,0.000259245174753907,345.0320068
3450.370117,-0.0014392871450616,345.0370117
3450.419922,-0.00218694782649246,345.0419922
3450.469971,-0.00271212241647802,345.0469971
3450.52002,-0.000517118571049857,345.052002
3450.570068,-0.000689196043501239,345.0570068
3450.620117,-0.000977227788705844,345.0620117
3450.669922,-0.00357111909990419,345.0669922
3450.719971,-0.00170158907975321,345.0719971
3450.77002,0.000648512284538577,345.077002
3450.820068,-0.000607122499501172,345.0820068
3450.870117,-0.00166980536502096,345.0870117
3450.919922,-0.000740497660949216,345.0919922
3450.969971,-0.00361860531499679,345.0969971
3451.02002,-0.00249357616956213,345.102002
3451.070068,-0.000194957278973742,345.1070068
3451.120117,-0.00245247156818689,345.1120117
3451.169922,-0.00303869807166739,345.1169922
3451.219971,-0.00178153165088221,345.1219971
3451.27002,-0.00374093559318202,345.127002
3451.320068,-0.00162870076364572,345.1320068
3451.370117,-0.000659221112107826,345.1370117
3451.419922,-0.000203017669727467,345.1419922
3451.469971,-0.00161282303739942,345.1469971
3451.52002,-0.00284699547662854,345.152002
3451.570068,-0.00206543715325765,345.1570068
