Filename:	P:\EPR_user_data\Tarabek\Pracovne\IOCB\IOCB_EPR_Measurements\Violog_wire_Lubos_Magda\Merania_&_Vysledky\Wire_1\TMPhenylDiam_Quant_I\RAW\TMPDA_accu_b.par	 Date: 08/02/2011   Time: 09:52

X [G]	Intensity
3541.669922	94887.226563
3541.719971	-42205.769531
3541.770020	390675.218750
3541.820068	535040.250000
3541.870117	660281.250000
3541.919922	675171.250000
3541.969971	610715.250000
3542.020020	1347287.250000
3542.070068	2020549.250000
3542.120117	2056470.250000
3542.169922	2459305.250000
3542.219971	2771515.250000
3542.270020	2812846.250000
3542.320068	2374071.250000
3542.370117	1573544.250000
3542.419922	1145756.250000
3542.469971	404310.218750
3542.520020	-837668.750000
3542.570068	-1776177.750000
3542.620117	-2364650.750000
3542.669922	-3150458.750000
3542.719971	-3028037.750000
3542.770020	-3022605.750000
3542.820068	-2736378.750000
3542.870117	-1972747.750000
3542.919922	-1189141.750000
3542.969971	-1087428.750000
3543.020020	-694658.750000
3543.070068	-681308.750000
3543.120117	-260848.765625
3543.169922	-226485.765625
3543.219971	-263794.781250
3543.270020	-178095.765625
3543.320068	-298029.781250
3543.370117	-162929.765625
3543.419922	161642.234375
3543.469971	-239744.765625
3543.520020	-475570.781250
3543.570068	-499109.781250
3543.620117	-292398.781250
3543.669922	270783.218750
3543.719971	436172.218750
3543.770020	297431.218750
3543.820068	747602.250000
3543.870117	547956.250000
3543.919922	814245.250000
3543.969971	1082287.250000
3544.020020	1050050.250000
3544.070068	1013805.250000
3544.120117	1348430.250000
3544.169922	1727733.250000
3544.219971	1784135.250000
3544.270020	1550322.250000
3544.320068	1477769.250000
3544.370117	1087588.250000
3544.419922	87133.226563
3544.469971	-744310.750000
3544.520020	-1134914.750000
3544.570068	-1730595.750000
3544.620117	-1960051.750000
3544.669922	-1916025.750000
3544.719971	-2113790.750000
3544.770020	-1701066.750000
3544.820068	-1399465.750000
3544.870117	-1122976.750000
3544.919922	-744290.750000
3544.969971	-488943.781250
3545.020020	-100320.773438
3545.070068	-187373.765625
3545.120117	-532592.750000
3545.169922	-46342.769531
3545.219971	370795.218750
3545.270020	-13815.770508
3545.320068	-48556.769531
3545.370117	39148.230469
3545.419922	-98285.773438
3545.469971	77212.226563
3545.520020	-438887.781250
3545.570068	-326240.781250
3545.620117	-276698.781250
3545.669922	-215507.765625
3545.719971	-110924.773438
3545.770020	24903.228516
3545.820068	-262143.765625
3545.870117	-96160.773438
3545.919922	309221.218750
3545.969971	251953.234375
3546.020020	14751.229492
3546.070068	-32847.769531
3546.120117	165241.234375
3546.169922	62770.230469
3546.219971	233705.234375
3546.270020	192892.234375
3546.320068	143075.234375
3546.370117	22067.228516
3546.419922	-507161.781250
3546.469971	-532445.750000
3546.520020	-698288.750000
3546.570068	-457743.781250
3546.620117	-339149.781250
3546.669922	-668339.750000
3546.719971	-469714.781250
3546.770020	-215412.765625
3546.820068	-245175.765625
3546.870117	-267679.781250
3546.919922	68570.226563
3546.969971	110451.226563
3547.020020	-223162.765625
3547.070068	-88488.773438
3547.120117	117950.226563
3547.169922	177286.234375
3547.219971	164170.234375
3547.270020	202165.234375
3547.320068	389592.218750
3547.370117	349711.218750
3547.419922	76625.226563
3547.469971	60428.230469
3547.520020	22260.228516
3547.570068	-339643.781250
3547.620117	-708555.750000
3547.669922	-628148.750000
3547.719971	-844682.750000
3547.770020	-355726.781250
3547.820068	-122309.773438
3547.870117	-67836.773438
3547.919922	7868.229492
3547.969971	-188233.765625
3548.020020	222761.234375
3548.070068	60438.230469
3548.120117	-68589.773438
3548.169922	183046.234375
3548.219971	114630.226563
3548.270020	155504.234375
3548.320068	-28834.771484
3548.370117	-188207.765625
3548.419922	188268.234375
3548.469971	317315.218750
3548.520020	429931.218750
3548.570068	350763.218750
3548.620117	127687.226563
3548.669922	-100710.773438
3548.719971	-189848.765625
3548.770020	368453.218750
3548.820068	527574.250000
3548.870117	244936.234375
3548.919922	189155.234375
3548.969971	405879.218750
3549.020020	320401.218750
3549.070068	634310.250000
3549.120117	530661.250000
3549.169922	232047.234375
3549.219971	574052.250000
3549.270020	256483.234375
3549.320068	31972.228516
3549.370117	239927.234375
3549.419922	-186335.765625
3549.469971	-324493.781250
3549.520020	-423865.781250
3549.570068	-299791.781250
3549.620117	-522396.781250
3549.669922	-496631.781250
3549.719971	-238915.765625
3549.770020	-163762.765625
3549.820068	-97863.773438
3549.870117	-332245.781250
3549.919922	-511534.781250
3549.969971	-299919.781250
3550.020020	-220872.765625
3550.070068	-149548.765625
3550.120117	-58850.769531
3550.169922	-178529.765625
3550.219971	142801.234375
3550.270020	231225.234375
3550.320068	8270.229492
3550.370117	552763.250000
3550.419922	92017.226563
3550.469971	-233616.765625
3550.520020	-161247.765625
3550.570068	-189484.765625
3550.620117	-148728.765625
3550.669922	-222834.765625
3550.719971	265256.218750
3550.770020	219641.234375
3550.820068	146824.234375
3550.870117	54161.230469
3550.919922	-70256.773438
3550.969971	-221121.765625
3551.020020	-457802.781250
3551.070068	-285887.781250
3551.120117	190913.234375
3551.169922	87273.226563
3551.219971	191837.234375
3551.270020	335195.218750
3551.320068	-191903.765625
3551.370117	105076.226563
3551.419922	100143.226563
3551.469971	-176838.765625
3551.520020	-311475.781250
3551.570068	-524666.750000
3551.620117	-524338.750000
3551.669922	-50302.769531
3551.719971	-291163.781250
3551.770020	-332138.781250
3551.820068	-137020.765625
3551.870117	-280139.781250
3551.919922	-8559.770508
3551.969971	12815.229492
3552.020020	-214458.765625
3552.070068	-143413.765625
3552.120117	-142749.765625
3552.169922	40099.230469
3552.219971	95794.226563
3552.270020	-188307.765625
3552.320068	74771.226563
3552.370117	22389.228516
3552.419922	86636.226563
3552.469971	64446.230469
3552.520020	-32197.771484
3552.570068	110989.226563
3552.620117	177491.234375
3552.669922	-247703.765625
3552.719971	-355176.781250
3552.770020	146524.234375
3552.820068	-367213.781250
3552.870117	-186335.765625
3552.919922	227812.234375
3552.969971	215480.234375
3553.020020	-43044.769531
3553.070068	201741.234375
3553.120117	167189.234375
3553.169922	-20200.771484
3553.219971	150884.234375
3553.270020	68626.226563
3553.320068	252277.234375
3553.370117	253105.234375
3553.419922	-19560.771484
3553.469971	-378698.781250
3553.520020	-206013.765625
3553.570068	-26080.771484
3553.620117	-6474.770508
3553.669922	177805.234375
3553.719971	-106089.773438
3553.770020	-304278.781250
3553.820068	-269655.781250
3553.870117	-47224.769531
3553.919922	101893.226563
3553.969971	149465.234375
3554.020020	392124.218750
3554.070068	93913.226563
3554.120117	-273017.781250
3554.169922	-229678.765625
3554.219971	126004.226563
3554.270020	79140.226563
3554.320068	-21250.771484
3554.370117	-344140.781250
3554.419922	-214221.765625
3554.469971	-130997.773438
3554.520020	66448.226563
3554.570068	-189152.765625
3554.620117	-66445.773438
3554.669922	-685983.750000
3554.719971	-510423.781250
3554.770020	-92107.773438
3554.820068	-266652.781250
3554.870117	37063.230469
3554.919922	-104503.773438
3554.969971	-240651.765625
3555.020020	-193214.765625
3555.070068	150579.234375
3555.120117	100937.226563
3555.169922	36623.230469
3555.219971	-245082.765625
3555.270020	-276490.781250
3555.320068	-29771.771484
3555.370117	79084.226563
3555.419922	117623.226563
3555.469971	-58099.769531
3555.520020	125459.226563
3555.570068	123933.226563
3555.620117	-90794.773438
3555.669922	-158118.765625
3555.719971	72364.226563
3555.770020	26638.228516
3555.820068	-19371.771484
3555.870117	68796.226563
3555.919922	-295893.781250
3555.969971	-348366.781250
3556.020020	70530.226563
3556.070068	-9282.770508
3556.120117	146707.234375
3556.169922	478467.218750
3556.219971	44488.230469
3556.270020	149379.234375
3556.320068	-270213.781250
3556.370117	-104807.773438
3556.419922	11122.229492
3556.469971	-2132.770508
3556.520020	51697.230469
3556.570068	175308.234375
3556.620117	-278043.781250
3556.669922	-331322.781250
3556.719971	-217199.765625
3556.770020	-65497.769531
3556.820068	-330540.781250
3556.870117	-429624.781250
3556.919922	-111008.773438
3556.969971	-39116.769531
3557.020020	256526.234375
3557.070068	-72891.773438
3557.120117	-451708.781250
3557.169922	-148376.765625
3557.219971	-48940.769531
3557.270020	93056.226563
3557.320068	67662.226563
3557.370117	95491.226563
3557.419922	-40997.769531
3557.469971	57316.230469
3557.520020	-175807.765625
3557.570068	-263183.781250
3557.620117	-43616.769531
3557.669922	-302949.781250
3557.719971	-35416.769531
3557.770020	222812.234375
3557.820068	203235.234375
3557.870117	-89221.773438
3557.919922	-316272.781250
3557.969971	56211.230469
3558.020020	-73419.773438
3558.070068	-306613.781250
3558.120117	-184517.765625
3558.169922	-4906.770508
3558.219971	262662.218750
3558.270020	1722.229492
3558.320068	88886.226563
3558.370117	-22264.771484
3558.419922	-265095.781250
3558.469971	256975.234375
3558.520020	166223.234375
3558.570068	142196.234375
3558.620117	176723.234375
3558.669922	53851.230469
3558.719971	215822.234375
3558.770020	79658.226563
3558.820068	-69513.773438
3558.870117	-368011.781250
3558.919922	-147082.765625
3558.969971	354961.218750
3559.020020	217368.234375
3559.070068	94732.226563
3559.120117	123541.226563
3559.169922	67814.226563




